path,file_type,bytes,sha256,git_status,scientific_category,proposed_action,reason,replacement_or_archive
.gitignore,none,267,e5d7049278aa80a85f7429b44a756716498e3a2fdb0f17648ae4b902fd1dc231,tracked,project_file,KEEP,Project configuration or handoff pointer.,.gitignore
GPT_REPO_HANDOFF.md,md,3560,1f795c27d085aee322ff4b5c8b3dc06ccaf10d8640804361556057834ad5895f,tracked,project_file,KEEP,Project configuration or handoff pointer.,GPT_REPO_HANDOFF.md
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_0045_005_N896/m5smooth_ewind_eta0_chi099_w005_tangent_mass_0p8_wind_0_heat_0_ewind_0p045_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,31847,d9736a0343988399d2a507ee34c1d45a36f4320066ba54d975eb6922fb03f792,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_0045_005_N896/m5smooth_ewind_eta0_chi099_w005_tangent_mass_0p8_wind_0_heat_0_ewind_0p045_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_0045_005_N896/m5smooth_ewind_eta0_chi099_w005_tangent_mass_0p8_wind_0_heat_0_ewind_0p05_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,31896,3430a61b1e34df782fa3dae2abba84ccf38240e8665162d30133c1ac7b631f49,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_0045_005_N896/m5smooth_ewind_eta0_chi099_w005_tangent_mass_0p8_wind_0_heat_0_ewind_0p05_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_direct_0055_N896/m5smooth_ewind_eta0_chi099_w005_direct_mass_0p8_wind_0_heat_0_ewind_0p055_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,31846,a3428f6e5259516e62d84bcc75f9a07e6b637102b8c7cadafd112dea1dd9acdd,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_direct_0055_N896/m5smooth_ewind_eta0_chi099_w005_direct_mass_0p8_wind_0_heat_0_ewind_0p055_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_direct_006_N896/m5smooth_ewind_eta0_chi099_w005_direct006_mass_0p8_wind_0_heat_0_ewind_0p06_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,31861,73a67dbc51a6f6f242bd4818770482c4a22eea7b038f0a743d975b5154ad0ec5,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_direct_006_N896/m5smooth_ewind_eta0_chi099_w005_direct006_mass_0p8_wind_0_heat_0_ewind_0p06_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_direct_007_N896/m5smooth_ewind_eta0_chi099_w005_direct007_mass_0p8_wind_0_heat_0_ewind_0p07_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,31804,53d0b97ca53c5725e37b057ecc951a9e8faf811ece1f00dea54ebb209b91c3cd,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_direct_007_N896/m5smooth_ewind_eta0_chi099_w005_direct007_mass_0p8_wind_0_heat_0_ewind_0p07_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_patch_0065_N896/m5smooth_ewind_eta0_chi099_w005_tangent_patch0065_mass_0p8_wind_0_heat_0_ewind_0p065_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,32531,be960f93a29a8f64cd32ae84b7e49f5e31540f1eba30e4c8462a151eada44ac6,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_patch_0065_N896/m5smooth_ewind_eta0_chi099_w005_tangent_patch0065_mass_0p8_wind_0_heat_0_ewind_0p065_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_patch_0066_N896/m5smooth_ewind_eta0_chi099_w005_tangent_patch0066_mass_0p8_wind_0_heat_0_ewind_0p066_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,32502,2ad41a5956d8320e2013a192e4bfaca69b568e82c81202461d8f21b4b489372b,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_patch_0066_N896/m5smooth_ewind_eta0_chi099_w005_tangent_patch0066_mass_0p8_wind_0_heat_0_ewind_0p066_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_patch_00675_N896/m5smooth_ewind_eta0_chi099_w005_tangent_patch00675_mass_0p8_wind_0_heat_0_ewind_0p0675_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,32633,74917959173a34d2fcd0a47b7ca145e1d692a89c67f52321e19f0118afc60209,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_patch_00675_N896/m5smooth_ewind_eta0_chi099_w005_tangent_patch00675_mass_0p8_wind_0_heat_0_ewind_0p0675_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_patch_007_N896/m5smooth_ewind_eta0_chi099_w005_tangent_patch007_mass_0p8_wind_0_heat_0_ewind_0p07_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,32619,a0e941d8978d79eb2276d205b91581ab743384f06b43019988663a96d2ceb900,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_patch_007_N896/m5smooth_ewind_eta0_chi099_w005_tangent_patch007_mass_0p8_wind_0_heat_0_ewind_0p07_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_patch_007_ejac1e6_N896/energy_wind_mass_0p8_wind_0_heat_0_ewind_0p07_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,32609,8f38a1d598a609497c11162eb5276c3730079465836ec50943dcf188561f54c5,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_patch_007_ejac1e6_N896/energy_wind_mass_0p8_wind_0_heat_0_ewind_0p07_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_patch_007_from0065_N896/energy_wind_mass_0p8_wind_0_heat_0_ewind_0p07_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,32582,8953ce584ecb7a684e0bda0980ed18713a9eb334e3e184d172bbbff6f3d0a72d,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_patch_007_from0065_N896/energy_wind_mass_0p8_wind_0_heat_0_ewind_0p07_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_widepatch_007_N896/m5smooth_ewind_eta0_chi099_w005_widepatch007_mass_0p8_wind_0_heat_0_ewind_0p07_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,32436,055e7973aa6703b2159161ae1d2e70fa9913e253bc9c0d09cc54f8fac2f4c6aa,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_widepatch_007_N896/m5smooth_ewind_eta0_chi099_w005_widepatch007_mass_0p8_wind_0_heat_0_ewind_0p07_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_00675_N896/m5smooth_ewind_eta0_chi099_w005_windjac00675_mass_0p8_wind_0_heat_0_ewind_0p0675_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,31855,c1d331e2aec5b16107278ca2473e3eba9a3ce7c6064b22e03cb32034ef833f11,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_00675_N896/m5smooth_ewind_eta0_chi099_w005_windjac00675_mass_0p8_wind_0_heat_0_ewind_0p0675_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_007_N896/m5smooth_ewind_eta0_chi099_w005_windjac007_mass_0p8_wind_0_heat_0_ewind_0p07_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,31855,9d2fcde44e3d78ad5fbeda3b64360260c9512652c618d590d997bc6226503ade,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_007_N896/m5smooth_ewind_eta0_chi099_w005_windjac007_mass_0p8_wind_0_heat_0_ewind_0p07_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_008_010_N896/m5smooth_ewind_eta0_chi099_w005_windjac008_010_mass_0p8_wind_0_heat_0_ewind_0p08_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,31868,89d2928d028a7f1b6dab56fcf66a03a3fae15d38e4469af4247fb6712acf2332,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_008_010_N896/m5smooth_ewind_eta0_chi099_w005_windjac008_010_mass_0p8_wind_0_heat_0_ewind_0p08_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_008_010_N896/m5smooth_ewind_eta0_chi099_w005_windjac008_010_mass_0p8_wind_0_heat_0_ewind_0p09_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,31890,f633af83b4fb192b1eab4e40105f093397fe9c6364dc13368542621867490eb1,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_008_010_N896/m5smooth_ewind_eta0_chi099_w005_windjac008_010_mass_0p8_wind_0_heat_0_ewind_0p09_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_008_010_N896/m5smooth_ewind_eta0_chi099_w005_windjac008_010_mass_0p8_wind_0_heat_0_ewind_0p1_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,31890,b821f48662ddd50dcaee523d4fc26058d37679f77f3825026ec7ee820d2963f3,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_008_010_N896/m5smooth_ewind_eta0_chi099_w005_windjac008_010_mass_0p8_wind_0_heat_0_ewind_0p1_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_015_030_N896/m5smooth_ewind_eta0_chi099_w005_windjac015_030_mass_0p8_wind_0_heat_0_ewind_0p15_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,31873,ec0d94bfdedf5b7af903425632ed370620766530ea652ec5e8085f30af4231e8,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_015_030_N896/m5smooth_ewind_eta0_chi099_w005_windjac015_030_mass_0p8_wind_0_heat_0_ewind_0p15_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_015_030_N896/m5smooth_ewind_eta0_chi099_w005_windjac015_030_mass_0p8_wind_0_heat_0_ewind_0p2_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,31918,ef21432e1468c287174c1012cdf0116fbd1349d2ab2993bcb8d4083516fdf2a9,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_015_030_N896/m5smooth_ewind_eta0_chi099_w005_windjac015_030_mass_0p8_wind_0_heat_0_ewind_0p2_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_015_030_N896/m5smooth_ewind_eta0_chi099_w005_windjac015_030_mass_0p8_wind_0_heat_0_ewind_0p3_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,31929,4bd40da78e17f95ef1c1afcf24cfa0ea243687e709b1e491786d11e88e94336f,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_015_030_N896/m5smooth_ewind_eta0_chi099_w005_windjac015_030_mass_0p8_wind_0_heat_0_ewind_0p3_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_05_10_N896/m5smooth_ewind_eta0_chi099_w005_windjac05_10_mass_0p8_wind_0_heat_0_ewind_0p5_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,31896,71c8d311cbd0dc50a592dee8bd6ee0aace57bbc75356ce6d0a0ec78d1d452c2d,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_05_10_N896/m5smooth_ewind_eta0_chi099_w005_windjac05_10_mass_0p8_wind_0_heat_0_ewind_0p5_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_05_10_N896/m5smooth_ewind_eta0_chi099_w005_windjac05_10_mass_0p8_wind_0_heat_0_ewind_0p8_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,31908,9bad6fb1139659f1fbd16398795ab99494b3280b44af8e9a13e52cddc74c931c,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_05_10_N896/m5smooth_ewind_eta0_chi099_w005_windjac05_10_mass_0p8_wind_0_heat_0_ewind_0p8_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_095_N896/m5smooth_ewind_eta0_chi099_w005_windjac095_mass_0p8_wind_0_heat_0_ewind_0p95_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,31869,809bf999866df0ad72a7de73e37d24c9279c4ee3f27628dc60432e7f1fd73bac,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_095_N896/m5smooth_ewind_eta0_chi099_w005_windjac095_mass_0p8_wind_0_heat_0_ewind_0p95_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_098_N896/m5smooth_ewind_eta0_chi099_w005_windjac098_mass_0p8_wind_0_heat_0_ewind_0p98_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,31857,9b99e7ce5564d1fcf3b9fe426ce57b77489ebeb90971f179c7a153a9f922a3d1,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_098_N896/m5smooth_ewind_eta0_chi099_w005_windjac098_mass_0p8_wind_0_heat_0_ewind_0p98_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_0997_0999_N896/m5smooth_ewind_eta0_chi099_w005_windjac0997_0999_mass_0p8_wind_0_heat_0_ewind_0p997_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,31911,c74814ee5d42306d22dd1d9c471940b2a7c7e1522f98c889fdbfe0b0f0a295f1,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_0997_0999_N896/m5smooth_ewind_eta0_chi099_w005_windjac0997_0999_mass_0p8_wind_0_heat_0_ewind_0p997_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_099_10_N896/m5smooth_ewind_eta0_chi099_w005_windjac099_10_mass_0p8_wind_0_heat_0_ewind_0p995_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,31927,88765f7890c1006e9e71fc2bcff493ea580109b7b8dc10a75e3a4fe93c88704e,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_099_10_N896/m5smooth_ewind_eta0_chi099_w005_windjac099_10_mass_0p8_wind_0_heat_0_ewind_0p995_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_099_10_N896/m5smooth_ewind_eta0_chi099_w005_windjac099_10_mass_0p8_wind_0_heat_0_ewind_0p99_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,31861,e0adf37e4c65f650fddcdef50e61a252bdc5b4148ebadcc64cbb880d40f201bb,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_099_10_N896/m5smooth_ewind_eta0_chi099_w005_windjac099_10_mass_0p8_wind_0_heat_0_ewind_0p99_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_09_10_N896/m5smooth_ewind_eta0_chi099_w005_windjac09_10_mass_0p8_wind_0_heat_0_ewind_0p9_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz,npz,31877,143c9e28c5e5fba6ca602239db4424704526465fee21aabc54f373a32b97f0bf,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_09_10_N896/m5smooth_ewind_eta0_chi099_w005_windjac09_10_mass_0p8_wind_0_heat_0_ewind_0p9_chi_0p99_wfrac_0p005_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_soft_energy_wind_chi099_eta0_N896/m5soft_ewind_eta0_chi099_mass_0p8_wind_0_heat_0_ewind_0p01_chi_0p99_torque_0p005_mdot_5_N896.npz,npz,31255,77f4844991789a01a6c34dcdf229d432ca12ad2fcf16ca9bb56693d876f8985d,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_soft_energy_wind_chi099_eta0_N896/m5soft_ewind_eta0_chi099_mass_0p8_wind_0_heat_0_ewind_0p01_chi_0p99_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_soft_energy_wind_chi099_eta0_N896/m5soft_ewind_eta0_chi099_mass_0p8_wind_0_heat_0_ewind_0p03_chi_0p99_torque_0p005_mdot_5_N896.npz,npz,31234,dfe597b28c098fdb57a016d23ccff203ca13c9f87dfc36f46a5d572ebd07ce0b,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_soft_energy_wind_chi099_eta0_N896/m5soft_ewind_eta0_chi099_mass_0p8_wind_0_heat_0_ewind_0p03_chi_0p99_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_soft_energy_wind_chi099_eta1_N896/m5soft_ewind_eta1_chi099_mass_0p8_wind_0_heat_1_ewind_0p01_chi_0p99_torque_0p005_mdot_5_N896.npz,npz,31254,cfd4a759e128efa8c7c31c7f74174f8b280a102e434ddcc8ebf7548042d9a0ac,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_soft_energy_wind_chi099_eta1_N896/m5soft_ewind_eta1_chi099_mass_0p8_wind_0_heat_1_ewind_0p01_chi_0p99_torque_0p005_mdot_5_N896.npz
outputs/checkpoints/high_mdot_stream_m5_fs080_soft_energy_wind_chi099_eta1_N896/m5soft_ewind_eta1_chi099_mass_0p8_wind_0_heat_1_ewind_0p03_chi_0p99_torque_0p005_mdot_5_N896.npz,npz,31257,c9a5771fd2464351828b95e978b93c5df72fdcff413a5a88877edbf3ef7f5355,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/high_mdot_stream_m5_fs080_soft_energy_wind_chi099_eta1_N896/m5soft_ewind_eta1_chi099_mass_0p8_wind_0_heat_1_ewind_0p03_chi_0p99_torque_0p005_mdot_5_N896.npz
